Filename,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Entropy,max_prob,sum_avg,sum_var,sum_entropy,diff_avg,diff_var,diff_entropy,auto_corr,cluster_tendency,cluster_shade,cluster_prominence,max_corr_coeff, steatosis
15_242_212_26_20_jpg.rf.e432937f52f1e811ccae56f911db41eb.jpg,2030.634956,32.2929856,0.046371758,0.009648298,0.580168637,9.31E-05,0.002454872,1,1,9.817492164,2,10,2197863.628,1,1,-1,1,0.002439613,0
208_4_22_5_jpg.rf.89723b0564dfefd01814b361b8019441.jpg,695.5662309,14.60968661,0.247898728,0.083723212,0.95892438,0.007009576,0.048996092,1,1,8.214410996,2,10,2366038.675,1,1,-1,1,0.048980834,1
303_6_12_27_jpg.rf.583284d1a3d737e64a60e91db9d0e14a.jpg,1362.221986,24.43585239,0.080032615,0.014732385,0.852930569,0.000217043,0.004594439,1,1,9.394269064,2,10,2255645.944,1,1,-1,1,0.004579181,1
18_229_Masson_201_65_59_jpg.rf.0614c80965f295c6342352c15f342707.jpg,1166.129185,23.72372555,0.064816968,0.010359542,0.842892307,0.00010732,0.001216175,1,1,9.709424969,2,10,2231228.55,1,1,-1,1,0.001200916,0
208_6_2_41_jpg.rf.b376c6347c660d4b97a23c2086d79f2a.jpg,945.3514859,16.91832483,0.260123228,0.091718414,0.945707895,0.008412268,0.057385449,1,1,8.05176512,2,10,2334463.354,1,1,-1,1,0.05737019,1
207_1_12_17_jpg.rf.54ee56c94c5a2a82bce9a717a61832b5.jpg,708.780897,17.13027713,0.216037629,0.109287047,0.916789634,0.011943659,0.101933493,1,1,8.572472503,2,10,2377371.682,1,1,-1,1,0.101918234,1
201_10_9_57_jpg.rf.379869ee8b52047cf837c452a2a676a1.jpg,856.0477011,18.25327973,0.189892775,0.072736459,0.932514804,0.005290592,0.055178316,1,1,8.78212724,2,10,2312031.319,1,1,-1,1,0.055163057,1
16_256_202_21_5_jpg.rf.2f042724eca9abeb9eadbc6cb688ea12.jpg,2696.19237,39.2103983,0.047155806,0.013006135,0.391984536,0.00016916,0.009729401,1,1,9.986855169,2,10,2184811.402,1,1,-1,1,0.009714142,0
207_1_9_20_jpg.rf.43e1343e90d69388a8d0eef6c44ddf4b.jpg,849.620193,17.28912312,0.265142522,0.1349639,0.91908784,0.018215254,0.12221434,1,1,8.127034173,2,10,2333329.563,1,1,-1,1,0.122199081,1
201_4_7_1_jpg.rf.1ae7c278be1e68310899e3d1d47fecf4.jpg,1371.191086,25.00399761,0.088919377,0.017322471,0.873308448,0.000300068,0.008062791,1,1,9.639556887,2,10,2178774.738,1,1,-1,1,0.008047532,1
208_7_8_17_jpg.rf.7885a1fa8155cf9600b6e59e9a298ef2.jpg,809.8803531,16.03550556,0.225291158,0.067124149,0.948401757,0.004505651,0.034604687,1,1,8.273798525,2,10,2360622.301,1,1,-1,1,0.034589428,1
16_253_302_19_8_jpg.rf.ba92239cada7da60bfb6df310e29c4d6.jpg,3295.058545,37.02010067,0.095032717,0.028964584,0.765898638,0.000838947,0.018118757,1,1,9.543287268,2,10,2038488.094,1,1,-1,1,0.018103498,0
18_229_Masson_201_122_36_jpg.rf.9a22e561216a3a2d28c5dd3109c22459.jpg,1408.643886,25.97462924,0.090747189,0.025546988,0.849731645,0.000652649,0.023343806,1,1,9.776625322,2,10,2166901.204,1,1,-1,1,0.023328547,0
202_2_8_24_jpg.rf.79f4e4688a0b075f59c6afa60ff24105.jpg,1434.824128,22.84860872,0.216442702,0.076490601,0.890514107,0.005850812,0.056011621,1,1,8.599116072,2,10,2220320.873,1,1,-1,1,0.055996362,1
18_229_Masson_202_8_17_jpg.rf.9f6de3deeaabc3f3a87760eae93d4a40.jpg,711.7454253,19.34354695,0.069377696,0.01072048,0.864026521,0.000114929,0.001700393,1,1,9.565861144,2,10,2370704.267,1,1,-1,1,0.001685134,0
202_6_19_21_jpg.rf.a9c9b5e58b3bc039ce4f8154cf0873e8.jpg,1324.664144,24.61646566,0.149649741,0.056588661,0.848127287,0.003202277,0.043061608,1,1,9.349623046,2,10,2183104.877,1,1,-1,1,0.043046349,1
17_228_801_66_20_jpg.rf.7edc71fbb3cea5fbe967c7a73582360d.jpg,754.850433,17.87672714,0.09746609,0.014621542,0.911595817,0.000213789,0.005889441,1,1,9.329361105,2,10,2342868.972,1,1,-1,1,0.005874182,0
207_8_8_20_jpg.rf.6f03cb2a5cc01311a05271f62b8d44f1.jpg,667.5307366,15.20896817,0.271867445,0.143139783,0.949037165,0.020488998,0.136785919,1,1,8.149256001,2,10,2342267.862,1,1,-1,1,0.136770661,1
201_6_10_3_jpg.rf.6411c5eb33b2461d23558eec5543c927.jpg,853.8202763,20.56831413,0.097384517,0.023089094,0.861102388,0.000533106,0.013659448,1,1,9.530365847,2,10,2311627.119,1,1,-1,1,0.01364419,1
